留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
275661,A00097276,A5区木莲路与圭香路口的人行道到处都是违停车辆,2019/3/5 20:27:51,"
					
					木莲路与圭香路交叉的幸福满庭周围的人行道日夜都被违停车辆占满了，行人只能在马路上走！人行道上的地面也损坏严重！绿化带的树死了一棵又一棵！交警经常抄牌也没用！建议拦起来吧！
					
					
				",0,0
275682,A000106877,A市梅溪湖近万居民出行难问题何时能解决,2019/9/29 11:18:56,"
					
					梅溪湖周边乱停车一直没有人管理，近1年多次反应交警抄一下好两天，一直没有长效机制，一个这样的问题1年来一直得不到解决交警不作为造成，梅溪湖近万居民长期出门、回家全堵路上。1、浪琴湾小区沿龙王港三车道被乱停车变成了一条路。2、川塘路四车道变成了2车道有时候变成了1车道。3、映日路浪琴湾边上也挺满了车。4、近期达美美立方门口增加了一个红绿灯后，使大家出行更难了，让4个小区居民最后一条出来的道路也堵死了，因为本来5个车道被乱停车和边上的护栏变成了2个车道，加上一个红绿灯后右转道都没有了。现在有一个小学加上金茂悦，浪琴湾、达美美立方和未来的华润琨瑜府4个小区上万居民楼下全部变成了停车场，造成周边居民严重出行不便，有时候家门口就堵10多分钟，一个国际新城变成了乱停乱放示范基地了，又到一年国庆时节城市核心区地铁口，一个乱停车的问题政府都解决不了，上万居民的幸福感觉从何而来。希望领导真正重视起来，提出一个长效解决方案。
					
					
				",0,2
275687,A00032492,A2区银桂苑小区西侧工地严重扰民,2019/10/10 11:03:41,"
					
					2019年以来，A2区银桂苑小区坐向西侧一建筑工地天天晚上（如今晚施工至凌晨两点半）用挖土机挖土或挖工地废渣装运渣土，且运输车驶出工地时发出巨大声响，造成银桂苑及周边小区住户夜间无法入眠，严重干扰我们正常休息。银桂苑小区多名业主多次向A市渣土管理处或A2区城管局反应此问题，均回复对方有渣土运输证。试问，有渣土运输证是代表能够夜间用挖土机挖土或施工废料吗？有渣土运输证就可以放任对方夜间扰民吗？
					
					
				",0,0
275706,A00057128,关于A市地铁7号线的相关建议,2019/1/8 19:16:15,"
					
					强烈建议地铁7号线走理工大学地下到尚双塘和1号线换乘可以通道换乘好，电梯到桥上换乘也行，强烈反对相隔500米不能换乘的错误。
					
					
				",0,0
275710,A00074933,投诉A2区浦沅水竹街层上观邸1栋水果店违建,2019/11/25 17:21:38,"
					
					举报A市A2区浦沅水竹街层上观邸1栋水果店，擅自将消防栓及周边各户总水开关管控在拉门内，将房产证面积15平方扩大到30多平方，违规搭建超过3米多宽，并且在外面做拉门，如果深夜周边发生火灾将面临无水可用，后果不堪设想，希望有关部门引起重视，消除安全隐患。
					
					
				",0,0
275711,A00047762,A8县目前施行的“半边户”政策对在编人员有政策歧视，不合理！,2019/1/23 13:45:58,"
					
					根据A市人民政府关于印发《A市征地补偿安置有关问题的规定》的通[政府发文]21号三、关于住房安置的有关问题（四）“半边户”的有关规定“半边户”是指夫妻双方有一方是农业人口，另一方是城镇居民的住户。对城镇居民一方，未享受房改房、集资房、经济适用房、公共租赁住房等政府优惠性住房政策和其他住房补贴的，经其户口所在地住房保障部门（房改办）证明，由市住房保障部门审核确认后，同意以户为单位，增加一人购房指标；按照规定只要是未享受政府优惠性住房政策和其他住房补贴的城镇居民，不管有编没编都应按照“半边房”的规定来实施。下级政府的实施细则，应当在不损害相对人的利益的基础上进行具体规定，而A8县市则把有编人员排除在外，这一政策明显对在编人员带有歧视性质，我个人认为不妥！急盼答复
					
					
				",0,0
275743,A00031453,A6区景城苑小区地下室存在严重的质量问题,2019/10/10 7:32:36,"
					
					A6区高塘岭街道景城苑小区的地下车库，存在严重的质量问题，主要表现在以下几个方面：1、地面破损严重。该地下车库的地面质量严重不符合质量验收要求，地面起砂现象十分严重，地面长期就是一层厚厚的灰，有许多地方已经形成很大的坑洞，现在小区业主的车只要在地下车库停上两到三个小时，车上就会落一层很厚的灰尘，甚至还没有停在露天车位干净。早在大概今年三、四月份的时候，该小区的开发商瑞凯置业号称要对地下车库的地面进行整改，并且也确实对地下车库极小的一部分地面进行了重新浇筑一层混凝土，然后就再也没有任何动静了。2、顶棚漏水严重。改地下车库的顶棚有多处漏水的地方，导致相应部位的地面上经常是湿漉漉的，有的部位甚至直接漏在业主的车上，久而久之，对业主的车辆都已经造成了不同程度的损坏。3、照明不足严重。进入地下车库，给人的感觉就是黑漆漆的，阴森可怕，给小区业主的车辆进入造成极大的不便。我们业主花几万块钱一个的价格购买车位，为的就是停车的地方能够干净、整洁，但现在结果却是这般景象，这绝对不是我们所能够接受的。开发商A市瑞凯置业公司毫无质量意识、毫无社会责任担当，小区物业对地下车库也基本是不管不顾，恳请政府能够出面，责成开发商对小区地下车库的问题进行全面的整改，督促小区物业做好地下车库的管理工作，从而解决困扰我们多年的难题。谢谢。
					
					
				",0,3
275761,A00013807,A市银行网上服务控件升级导致无法使用,2019/8/28 9:46:57,"
					
					我使用的A市银行网上服务已经因为他们的控件升级而无法使用，对我的工作影响极大，请敦促该行马上改变他们的服务，跟我主动联系。谢谢！
					
					
				",0,0
275782,A00074795,建议和包支付整合楚行一卡通和A市地铁app,2019/6/15 13:19:46,"
					
					现在A市在大力推广和包支付，且6月14日和包支付已经能实现地铁扫码和公交扫描，那楚行一卡通app和A市地铁app就应该退出，来减少市民需要同时装多个app的苦恼。目前楚行一卡通app除了扫码坐公交车，其余的nfc充值完全就是一个摆设，很多手机都不兼容、很多早期的cpu卡不能充值，原来的实时公交查询也下线了，完全没有保留的必要。另外和包支付开通公交扫码，如果注册过楚行一卡通app，你是没有办法开通的，也就是说没有办法让原来楚行一卡通app绑架的客户迁移过来。从楚行一卡通app上也只有注册，并没有注销操作，这对于推广也是很大的制约。其实技术上最好的方式，是A市公交和地铁采用统一的二维码标准，例如交通联合的标准，这样和包支付以后在其他交通联合的城市也能扫码乘车。
					
					
				",0,0
275789,A000110293,A4区凯乐国际城周边的庆和里路、太平路路灯很久没亮了,2019/7/18 8:44:57,"
					
					就凯乐国际城周边庆和里路、太平路的诸多问题我反映了22次，今天是第23次，均没有彻底的解决或者基本不解决，请问百善台社区的相关领导在做什么？楚雅路街道的相关领导在避暑吗？庆和里路、太平路交通混乱，特别是晚间机动车乱停乱放，严重拥堵进入凯乐国际城的消防通道，这种违停就发生在百善台社区的门口，难道相关领导视而不见还是睁眼瞎？违停也就算了，现在路灯竟然没有了，进去庆和里路马上就是黑乎乎的一片，进入太平路也一样，违停+无路灯进入小区简直就是噩梦，反映了N次，社区推物业，物业推电力，电力推市政，大半年了，路灯还是不亮，到底谁担责？出了问题谁负责？凯乐国际城业主自己买单！老百姓要的不是推诿，而是解决问题。要给百善台社区、楚雅路街道一个大大的差评。
					
					
				",0,0
275802,A000106470,请领导坚决取缔A5区茶园坡新华园小区的麻将馆,2019/6/9 11:26:45,"
					
					A5区茶园坡新华园小区居民住宅楼里面开设麻将馆扰民之事，凡事开在居民住宅楼的麻将馆扰民，必须取缔麻将馆扰民之事。这样的事情对省政府部门应该不是问题吧？麻将馆怎么能开在居民住宅楼里呢？麻将馆是娱乐场所，杜绝这种麻将扰民事件。这是每个业主的话，请还他们一个安静的晚上。
					
					
				",0,0
275803,A0007557,A8县市世纪花园地下车库尺寸明显不符规范,2019/8/20 16:55:31,"
					
					我们小区位于A8县市二环路新城大市场前面的世纪花园。等了五六年之久的地下车库终于可以开放了，但是，车库里面情况令人堪忧！首先是车库里的部分车库尺寸明显不符规范，只有两米宽和三米九长。里面的行车通道也不规范，导致车子有时侯卡住了，这是开发商为了划出更多的车位而设计成这样。地下车库灯光昏暗首先不说。令人担扰的是地下车库渗水，反潮，漏水厉害，开发商在地上凿了许多明沟排水，有些地方钢筋都凿了出来，开发商还用封门砌墙形势把那区域封闭了起来，不让业主进入，一个地下车库封闭一个出口，一个行车通道区域封闭，这个应该是不规范。整个地下车库都没有做地坪漆，好多地方已经起沙。开发商方为了让业主买这不合格车位及收费，还把另一个车库出入口自行堵上，这也应该不规范的。还请了些不是物业上班的保安在小区上班，使小区业主生活出行有许多不便。这种情况政府是否能联合各部委及开发商，（开发商法人代表老公是政府的工作人员）对小区地下车库进行一次质量评估，要整改即整改，能再次验收更好。望百姓的心声及诉求能有所成效。
					
					
				",0,0
275804,A00019190,J4县供销合作社在岗失业职工追缴社保,2020/01/06 10:20:31,"
					
					关于J4县供销合作社在岗失业职工追缴社保问题的诉求尊敬的各级相关领导：我们是J4县供销合作社的在岗失业职工，单位为我们缴纳了2008年之前的养老保险，我们自己缴纳了个人部分，但在2009年到2019年的这十年里却未给我们的续交社保，为了保障我们的合法权益，根据《中国人民共和国宪法》和《劳动法》相关规定，特向县各级领导提出合理诉求，强烈要求政府各级相关领导落实J4县供销合作社为我们在岗失业职工办理2009年至2019年（十年）的养老保险续保手续，履行缴纳社保的义务（公家部分），敬请政府各级相关领导落实我们的诉求！此致敬礼J4县供销合作社在岗失业职工
					
					
				",0,2
275830,A000103842,关于A市网约车新政的建议,2019/1/25 10:56:47,"
					
					现在A市交通堵塞问题一直困扰着大家出行，A3区大道A市政府路段到世界之窗路段没有一天不堵车的，楚江一桥到火车站那边也是天天堵车，阳光100过去路段也是堵车！现在大家都提倡环保节能，为何要设置这样不人性化的网约车运输要求？网约车设置购买价格12https://baidu.com/米。普通消费者为节约成本购买一台新车可能因为价格或者轴距就不能参加网约车运输，即便考了网约车驾驶证都等于虚设！充分利用资源大家一起环保出行从而减少不必要的运输成本浪费岂不美哉？如果需要设置这样的门槛为何不将这类不能参加运输的车辆踢出市场还让其在市场销售？如果开高价格车辆跑网约车这类人算体验生活还是算风险出行？很多需要参与这个网约车的人，应该是为了减少出行成本。节约成本的同时也给大家出行带来方便兼职就是两全其美的事情嘛，我个人觉得应该充分利社会资源不要设置这样不合理的标志。我觉得一个跑网约车的人应该也是为了生活才会愿意自己私家车变为大家公共出行的交通工具的。以上为看到新政想到的些许问题。
					
					
				",1,1
275854,A00037176,A市英蓝中等职业学校1823班主任随意乱收费,2019/1/7 9:58:01,"
					
					A市英蓝中等职业学校1823班班主任随意乱收费，迟到请假都要收费，按课时收费，一节课五块钱，请假条两块钱一张，收缴学生物品，要求学生按买来的两倍价钱买回，收缴学生手机，要求五十元一台买回，不买回让家长买回，随意搜宿舍，在学生不知情时翻动学生物品，箱子柜子。
					
					
				",0,0
275856,A00051608,A3区白云路何时能动工修建剩余的那段断头路,2019/4/4 11:18:10,"
					
					请问领导，A3区白云路何时能动工修建剩余的那段断头路？？
					
					
				",0,0
275902,A000103972,请A市交通管理部门人性化管理旅游客车包车牌,2019/5/15 17:43:58,"
					
					您好！我是A市一名旅游客车司机，近几年由于管理规范化，所有旅游客车实行每趟出车线路牌制，但由于A市的管理比较复杂，致使我们旅游客车好多业务都做不了，为什么呢？就是打旅游纸质线路牌程序复杂，从搞安检，写包车合同，再将包车合同安检单发到公司，再由公司将它上传致运管审批再出牌子，其间还要GPS在线。再到公司去拿牌子，有的车子住在西边还要开着个车漂洋过海来河东拿，很不方便，有时打了牌子不带车上，出去了被运管查到也当没打牌子处罚，真是苦不堪言。请问在网络发达的今天，明明全运管网内部都能清清楚楚查得到哪台车打没打牌子，为什么不能人性化管理，给司机手机上发一个电子包车牌，方便广大旅游客车司机，免得受到不必要的经济损失！
					
					
				",0,0
275911,A0007322,A市能否恢复八一路等市区主道的自行车专道,2019/9/27 14:12:08,"
					
					近日，A市对八一路等主要干线路面进行修整而新铺设了柏油，道路更加平整和干净，这本来是好事。但是在对路面新划线时却无故更改原有道路划分，取消了自行车专道，使得整个路面全部变成了8个汽车主道，从而使这条市中心东西向的主要交通线上的自行车（包括电动自行车）无处行走，严重违背了城市建设绿色出行和广大自行车骑行者的路权，也与A市正在推出建设630公里自行车专用道的做法格格不入，希望能够得到及时纠正。此外，东风路的省博物馆前至德雅路路口的自行车和人行道今年年初起就被围栏施工半年多了，近两三个月更是没有任何施工迹向，但围栏仍然挡住自行车和行人通行，每逢上下班高峰时，汽车、自行车和行人全部拥挤在狭窄的3股汽车道上，严重影响交通和行人安全。而这处围栏明显不属于地铁建设等需要长期占用路面的项目。对于这样的施工，如果不能短期内结束就不应该批准；而批准了就应该尽快施工并恢复原状！希望能够督促尽快撤除围栏。
					
					
				",0,0
275921,A00046082,咨询A市住宅楼开餐饮服务的相关问题,2019/8/2 10:30:24,"
					
					去年底工商局出台了《关于在居民住宅楼、商住综合楼禁止核准餐饮服务相关事项的通知》，对于商事主体在居民住宅楼、未配套设立专用烟道的商住综合楼里新增带污染餐饮服务的申请，各工商分局和区县（市）食药工商质量监管局从即日起禁止核准。关于该法规颁布后，对一些问题尚存在理解上模糊，现请职能部门答复：1、按该法规，是该理解为禁止住宅楼底商禁止一切餐饮业态，还是理解为禁止核准新增的带污染的餐饮业态，比如包子粥铺那些是否可以新设？可否从其他餐饮业态变更为包子铺经营早餐？2、根据相关法规，个体工商户经营者不能变更，只能注销后新申请，那如果这样操作，原来在住宅底商经营汉堡店，现在想转租由他人接手经营包子铺是否也属于新设？是否影响核准？盼答复。
					
					
				",0,0
275928,A00012647,询问A2区房子房产证加名字的问题,2019/2/1 14:57:58,"
					
					我A2区居民，现在家里房产证和土地证上都是我爸的名字，如果我的名字要到房产证上面去是否可以？需要带哪些证件去什么地方办理，具体费用是什么？
					
					
				",0,0
275956,A00022855,请解决A7县黄兴镇蓝田新村农村用水问题,2019/8/22 23:41:56,"
					
					书记好，我家位于黄兴镇蓝田新村石家塘组，去年因村部集资征用本组一片山田开发，投标租给现在的一家水泥搅拌厂。当时村部在征用土地时就答应本组村民在在招标前期一定会搞好本组水利饮水问题，因为水泥搅拌厂一旦开始运营，就会严重污染本组的环境和水资源。加之原来的地下水本来就很不好。现在就干旱。饮水都困难。到现在村部领导也没有任何的措施和答复。很多地方都已经自来水到户很长时间了。请问我们这个装自来水问题是否能得到解决，请领导公示。
					
					
				",0,0
275990,A00036259,问问A市经开区东四线以西、新安路以南的规划,2019/2/2 16:47:53,"
					
					请问A市经开区东四线以西，新安路以南的闲置土地有什么规划？
					
					
				",0,16
275993,A0007437,A1区东屯渡街道扬帆小区夜宵噪音很大,2019/3/20 11:36:36,"
					
					我是东屯渡街道扬帆小区的住户，举报扬帆小区E25栋、E29栋前后夜宵商铺将店内的桌椅全部摆到外面空地，其噪音严重影响居民正常休息，一直延续到凌晨三四点。恳请有关部门严肃处理，还我们一个安静的夜晚！此问题早几年已多次向有关部门提出，都是好几天就恢复原样，是否手下人收了好处睁只眼闭只眼，望领导重视。
					
					
				",0,0
275995,A00027173,咨询公务员机构改革后参公身份及遴选的问题,2019/2/28 10:08:20,"
					
					尊敬的市委领导：我是通过省考进入公务员队伍，然后通过公开遴选从公务员单位进入A市参公单位，并进行参公登记的工作人员，现正在开展机构改革，我局从参公单位改为市局所属公益一类事业单位：1、请问我们的参公身份是否会保留？2、今后我们还能正常参加省直、市直的公务员统一遴选？3、今后我们能否按照公务员法施行职务职级并行？
					
					
				",0,2
276016,A909181,车位属于业主所有，不应该被捆绑销售！,2019-08-06 00:00:00,尊敬的胡书记，您好！我叫陈玉春，身份证号*****************，现实名投诉广铁集团铁路职工定向商品房伊景园滨河苑在销售中捆绑房子和12万的车位一对一销售，否则取消职工购房资格。我们查阅了《物权法》的相关规定，发现小区内的车位应该属于业主共有，所以这样捆绑销售方式完全不合法不合规。对于很多人来说，12万并不是小数目，希望胡书记能从我们的切身利益考虑，帮我们解决这一个问题。,0,2
276043,A00080462,强烈质疑A5区交警大队在未交付使用道路上的抄牌行为,2019/4/15 9:44:54,"
					
					众所周知，A市南站东地下停车场因种种原因停车困难，每日10点停车场就因车位告罄而关闭入库，而A市南站东广场公交车站南侧上斜坡后有一处公共卫生站，该卫生站东侧有一条中间设有大型路障、未标明路名的水泥路（该路为断头路，长不足500米，路尽头为一个几十级台阶建成的斜坡，路西侧为卫生站、路东侧为一未开发的土堆），该处场所也成为众多无法在东地下停车场停车的车主的停车选择，本人及亲友也数次在该处停车。但4月13日（星期六），A5区交警大队却在未设立违停标注、甚至路名牌都没有的处所进行所谓违停抄牌，而且处罚单上所写违停地点竟然是东山街道，真是令人费解，要知道东山街道方圆数平方公里，交警部门为何不能将具体违停处所写清楚？比如xx大道、xx公交站、xx消防站等。就是因为该处压根就没有被相关部门纳入正轨道路，连路名都没有。这是任性执法，野蛮执法。再者，本人的所谓违停发生在4月13日（星期六），而本人亲友4月12日、4月14日也有在该处停车的经历，但均未被交警部门查处，我想问交警部门对该处的查处是不是太儿戏？想来一出是一出？这是随意执法。我对A5区交警部门的做法强烈质疑，不去解决A市南站附近的停车难问题，不去整治A市南站附近黑车（电摩）拉客问题（4月14日21：30分左右，A市南站东广场外仍有大量汽车、电动车在道路上拉客），却钟情于一处未投入使用，冠以“东山街道”的地方的抄牌工作，是不是可以说该作为的不作为，不该处罚的滥处罚？此外，本人去年在A市交警支队支队长信箱留言，就一处违章处罚行为进行申述，时隔半年都没有任何工作人员回复，A市交警的作风建设任重道远。人民的幸福感、获得感在此方面还极其欠缺。
					
					
				",0,0
276055,A00039771,A2区山水嘉园住户私开麻将馆，聚众赌博噪音扰民,2019/7/10 15:58:39,"
					
					山水嘉园16栋1楼两家住户私自改造成麻将馆，聚众赌博，噪音扰民；麻将馆社会闲杂人士过多，1单元发生多次陌生人撬门和一次偷盗事故。多次向物业反应，报警，均未得到妥善处置，依然开馆至今。现今已经发展到多次有陌生人员在楼道内逗留，挨家挨户敲门，问是何人均不答话，门禁物业均成为摆设。希望有关单位可以治理一下这些毒瘤麻将馆。
					
					
				",0,1
276083,A00056416,A市出租车2017年燃油补贴什么时候发放,2019/1/16 9:39:14,"
					
					A市8000多台出租车的2017年燃油补贴，本因2018年8月就应该开始发放，但是至今2019年01月16日还没有发放到驾驶员手中，请问到底是哪里出了问题？为何迟迟没有发放到位？
					
					
				",0,2
276084,A00019487,A市香樟路与万家丽路交界处公交老占用右转车道，导致堵车,2019/1/24 16:04:20,"
					
					香樟路与万家丽路交界处，406与135路公交车占用右转车道，导致A5区政府门口香樟路堵车严重！希望有关部门管理！
					
					
				",1,0
276104,A00058042,A市北辰三角洲超市开在地下车库垃圾成堆，臭气熏天,2019/1/2 10:24:50,"
					
					领导好，我们是北辰三角洲B2E2的住户，自从河小马超市开业以来，车库变成了垃圾堆放场，甚至还包括了食物残渣，臭气熏天，无人管理。物业推脱给超市，超市置之不理，我们已经苦不堪言，长期以往，小区将老鼠蟑螂成群，人民生活健康得不到保障。河小马超市已经严重侵犯了我们的权益，物业也不作为。
					
					
				",0,0
276116,A00048309,A5区法院违法受理离婚案件，违规分案,2019/8/15 1:53:28,"
					
					2015年7月23日，西地省A市A5区法院没有离婚案件管辖权，违法受理女方谢澜起诉离婚案件。不按正常分案在民三庭，办“关系案、人情案、金钱案”，违规分案在少年庭。少年庭法官苏晖为帮助女方谢澜违法获得离婚案件管辖权，多次带女方及女方聘请的律师刘江志指使、串通A市A5区公安分局黎托派出所副所长杜敏先、民警张晖朝伪造男方经常居住地和办理了居住证的虚假证据。杜敏先后来害怕，将虚假证据收回，苏晖还将该份证据复印件邮寄给男方。男方收到两份虚假证据后，亲友不服，在西地省平台百姓呼声发了一个举报帖子。2015年9月17日，苏晖在没有依法裁定离婚案件管辖权，该院有21个有同步录音录像的法庭，13个空着的情况下，在该院健身房违法庭前质证。当事人提出异议后也未移出健身房。健身房现场没有审判员、书记员、当事人牌子，苏晖没有着法袍，佩戴国徽，书记员也不在现场。2015年9月17日，苏晖健身房庭前质证现场照片苏晖未着装，未佩戴国徽，桌上没有审判员牌、书记员牌、当事人牌，书记员不在现场，苏晖在玩手机刚进门，苏晖因为被举报，就发脾气，故意刁难，说被告本人没来，庭前质证搞不成，不搞了，被告委托代理人胡杨亲属关系证明必须盖派出所的公章。两名委托代理人手续合法、齐全，也不搞庭前质证了。双方发生争执，苏晖殴打胡杨。为掩盖事实真相，反构陷胡杨等人打了他，撕毁了证据材料。当年主管立案、少年庭、刑庭的副院长彭勇智将胡杨等三人非法控制。在破坏现场、、伪造、调换、隐匿、毁灭证据六个多小时后，向A5区政法委虚假汇报，将受害人胡杨等三人移交给A市A5区公安分局圭塘派出所。胡杨出示亲属和派出所拍摄当时被苏晖用塑料审判牌砸和拳打脚踢腰上、背上、手臂、脚上八处受伤伤情照片圭塘派出所不依法主动回避案件的侦查，正式干警不敢作假案，由辅警采用冻、饿、不许上厕所、不许吃饭，威胁、引诱等手段非法获取虚假口供。干警陈洋、杨平治等不依照刑事诉讼法的规定勘察现场，收集、固定证据，依法提取苏晖、胡杨指纹、DNA进行对比，作法医鉴定，查明案件真相，而是继续徇私枉法进一步调换、隐匿、伪造、毁灭证据，作假案，将胡杨等两人关押142天后取保候审。该案后由A市检察院商请A市中级人民法院指定A市A3区法院审理。公诉机关A市A3区检察院故意隐匿审查起诉对胡杨三人问话笔录，圭塘派出所对胡杨当天晚上拍照的伤情照片，胡杨授权委托书，A5区法院对胡杨三人、刘江志、谢澜、书记员蒋平奉问话笔录、物业调查笔录、派出所几份情况说明等。事隔两年后，找苏晖、刘江志、谢澜、蒋平奉诱导问话，放任他们改变证言，歪曲案件事实真相起诉，包庇苏晖等违法犯罪司法人员。因为此案，导致受害人三人中一人患三级高危高血压、抑郁症、甲状腺癌症等严重疾病。另两人一人患严重抑郁症，一人患严重高血压。此案经最高人民法院延期两次，因一被告人重病中止审理。在该被告人疾病还加重了的情况下， 2019年7月23日，A市A3区法院强行恢复案件审理。7月29日至8月1日，在A市A3区法院对此案再次召开庭前会议和后紧接着开庭。庭前会议上，胡杨及辩护律师徐信、曾满枝仍然提出该案不是法律规定的管辖权不明的案件，A市中级人民法院指定管辖错误。A市法检两院、上下级法院院长、检察长交流频繁，A市A3区法院现主管刑事的副院长就是省高院刑庭审判员挂职，“一竿子插到底”，案件错判后，上诉、申诉在西地省，纠正困难。为了案件的公正审理，应层报最高人民法院指定西地省以外的其他法院审理。为查明案件真相，胡杨及辩护律师多次强烈要求依法调取苏晖数次指使、串通黎托派出所副所长杜敏先、民警张晖朝伪造证据的监控。调取A5区法院事件发生时胡杨打了赤膊，现场三人指控苏晖打人，要求作法医鉴定四楼走廊监控，法警执法记录仪记录。依法鉴定A5区法院说四楼走廊没有监控和执法记录仪记录，监控、执法记录仪主机。调取圭塘派出所、看守所对胡杨三人、苏晖、刘江志、谢澜问话同步录音录像。鉴定刘江志有两份内容相同、时间不一样，不完整、断章取义，手机违法录音原件的真假。鉴定其他虚假现场照片、物证照片、苏晖伤情照片(照片签名从表面上都可看出是干警陈洋一个人签的字）。通知弄虚作假侦查人员和利害关系人苏晖、谢澜出庭，但都被A3区法院没有任何理由驳回。开庭审理，举证、质证，控辩双方针锋相对，争论激烈。主要争论“当天庭前质证是否合法、正当”，“刘江志手机录音是否真实，需要重新鉴定”，“证人证言、被告人供述、物证、书证照片能否认定”等，查明究竟是苏晖伪造证据，殴打胡杨，还是胡杨等人聚众哄闹，殴打了苏晖，情节严重，构成扰乱法庭秩序罪。公诉机关举出健身房照片，认为健身房拉了一个帘子，有几张桌子、椅子，国徽，审判员牌、当事人牌，是合法的临时法庭。苏晖当年是A5区法院助理审判员，正当履职，是合法、正当的法庭秩序。辩护人当即指出健身房照片上明确写明是第二天拍的照片，不能证明是当时现场。当事人现场拍的照片健身房没有国徽，没有审判员、书记员、当事人牌，审判员位置只有两把椅子，书记员不在现场。苏晖未依法着法袍、佩戴法徽，介绍自己身份，在玩手机，不是合法履行职务，健身房不是合法的临时法庭。而且，当天A5区法院有21间有同步录音录像的审判庭，下午有13间空着。离婚案件传票通知当年10月20日开庭，适用普通程序审理。根据最高人民法院《关于庭审活动录音录像的若干问题规定》第1条规定，应当对庭审活动全程录音或录像。当场被告人胡杨都说了为什么在健身房，苏晖没有作声。他们认为是苏晖伪造证据被举报，设局打击报复他们。法院、公安问话笔录，开始就是问网上的帖子谁发的。A5区法院没有离婚案件管辖权，违法受理案件。当事人提出管辖异议后，未依法裁定离婚案件管辖权，庭前质证违法。庭前质证没有满15天答辩期，没有提前三天传票通知当事人。根据《民事诉讼法》第137条规定，书记员应当查明当事人和其他诉讼参与人是否当庭，苏晖质疑、查明当事人身份，亦违反法律规定。法律上没有庭前质证这个程序，法院通知庭前质证没有法律依据，违反法律规定。庭前质证也不是开庭，开庭有调解、判决等程序，庭前质证没有这些程序，不能随意扩大开庭法庭秩序的范围。当时是苏晖反复说被告本人没来，庭前质证搞不成，不搞了。既不是打算进行庭前质证，也不是庭前质证结束了的延伸，不符合开庭作扩大解释的庭审前，或庭审结束后的时间概念。公诉机关提供一份刘江志陈述所谓在现场违法录音，证明胡杨等人聚众哄闹。胡杨及辩护人反驳，法庭未经许可，不许录音。该录音是非法录音，不能作证据使用。该录音提取时间是2017年8月25日，时隔两年多时间了，不符合法律规定收集保存证据的程序规定。且所谓该录音手机一直没有依法封存，保留在刘江志手中，不能证明录音未被剪辑、修改。2016年10月20日，西地省大学司法鉴定中心第一次鉴定此录音，录音提取时间是前一天下午16:26:10，不知道出于什么目的，刘江志和圭塘派出所干警弄虚作。
					
					
				",0,0
276125,A000101616,A1区西学巷有机更新项目六标段施工影响考生休息学习,2019/5/20 17:37:15,"
					
					高考在即，考生们急需一个安静的学习、休息环境。但A1区东文庙坪巷和西学巷有机更新项目六标段项目经理部在中午12点半施工，晚上1点仍然在施工，严重影响考生休息、学习，请上级给予关心解决，责令中午12点至下午14点30分，晚上10点后停止施工，确保考生一个安静的学习、休息环境。
					
					
				",0,0
276161,A00091830,A7县农村耕地补贴发放是按什么标准执行的,2019/8/7 15:59:02,"
					
					我想咨询一下，现在农村农民的耕地补贴发放现在是按照什么标准执行的，符合发放补贴的是根据什么条件，多久发放一次
					
					
				",0,0
276224,A00060411,A4区沙坪街道双塘村普遍出现水井枯竭现象,2019/12/13 15:34:16,"
					
					沙坪街道双塘村一线近几年普遍出现水井枯竭，地下水位下降，导致人民群众用水困难！部分群众争相加深水井，导致恶性循环。为避免继续恶化，造成大规模生态环境问题，建议为该地区铺设自来水管道，解决用水困难，缓解环境压力。
					
					
				",0,0
276227,A00016708,A市政府每天晚上施工打洞打孔，不让人睡觉,2019/10/22 17:27:45,"
					
					现在市政府每天晚上施工，基本上是6点开始，一直到凌晨2点左右才停工，实在是太吵了，每天打孔，轰轰声不停，据有关人士了解，是市政府在打通地下停车场，要建设可以停5000个车位的大型停车场，工期为2年。白天为了不影响领导办公，每天晚上加班加点打孔打洞。我家就住市政府对面西城龙庭。我们小区居民每天晚上都苦不堪言，要忍受噪音。我的小崽现在8个月，被吵得基本睡不着觉。我们每天都打12345投诉，可是城管不管，12345也不管，这也我们怎么活。2年的工期，为什么一定要选择晚上施工，吵得人说不睡觉。本来我就很抑郁了，一定要搞的大家睡不着。为什么一定要建设5000个大型停车场，现在市政府停车位基本能满足需求，前段时间又建了一个2层停车位。这到底是个面子工程，还是民生工程？请相关部门给个回复。
					
					
				",0,0
276267,A00031741,A市一中双语实验中学乱收费,2019/1/28 14:46:16,"
					
					1.作为A1区新建的一所学校，配套设施跟不上，没有建立食堂，导致学生没有饭吃，然后只能从外面定购盒饭，而且一盒饭达到14元一餐。2.A1区的普通高中没有收取学杂费，本是一件开心的事，但是学校却向高三的学子每个月要收取500元的补课费（晚自习的费用加周末上课）
					
					
				",0,0
276294,A00038120,A市高铁东广场垃圾点发出酸臭味严重影响环境,2019/6/30 13:45:29,"
					
					A市高铁东广场是旅客进去的地方，宽广明亮。可是走进后有一般浓浓酸臭味道，顺着气味找到了源头。原来有一个垃圾分检点，酸臭味道就是从此地产生的。东广场人流多，关系A市形象。垃圾分检点设置不当，应该重新选点。
					
					
				",0,1
